Date, Variable, National, Bomi County, Bong County, Gbarpolu County, Grand Bassa, Grand Cape Mount, Grand Gedeh, Grand Kru, Lofa County, Margibi County, Maryland County, Montserrado County, Nimba County, River Gee County, RiverCess County, Sinoe County
10/1/2014,Case Fatality Rate (CFR) - Confirmed & Probable Cases,,,,,,,,,,,,,,,,
10/1/2014,Newly reported contacts,220,96,11,0,5,0,0,0,0,0,0,108,0,0,0,0
10/1/2014,Total contacts listed,14481,638,851,0,322,80,20,38,699,2684,6,8115,840,19,91,78
10/1/2014,Currently under follow-up,6670,449,217,0,220,77,20,7,325,1775,6,2997,451,4,44,78
10/1/2014,Contacts seen,3806,447,217,0,220,0,0,0,0,0,0,2922,0,0,0,0
10/1/2014,Contacts who completed 21 day follow-up,522,189,14,0,0,0,0,0,0,37,0,282,0,0,0,0
10/1/2014,Contacts lost to follow-up,21,2,0,0,0,0,0,0,0,15,0,4,0,0,0,0
10/1/2014,New admissions,55,0,0,0,1,0,0,0,0,0,0,54,0,0,0,0
10/1/2014,Total no. currently in Treatment Units,421,6,20,0,9,0,0,0,0,0,0,385,0,0,0,1
10/1/2014,Total discharges,93,4,2,0,0,0,0,0,0,0,0,86,0,0,0,1
10/1/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/1/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2014,Cumulative cases among HCW,186,6,26,0,3,3,0,0,22,42,0,75,9,0,0,0
10/1/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2014,Cumulative deaths among HCW,92,5,7,0,1,0,0,0,18,20,0,33,8,0,0,0
10/1/2014,New Case/s (Suspected),24,0,4,0,1,0,0,2,0,0,0,17,0,0,0,0
10/1/2014,New Case/s (Probable),0,0,4,0,0,0,0,0,0,0,0,18,1,0,0,0
10/1/2014,New case/s (confirmed),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2014,Total suspected cases,1219,7,205,1,38,6,3,6,57,284,3,554,34,12,3,6
10/1/2014,Total probable cases,1745,47,72,0,43,5,0,8,449,326,5,648,134,4,3,1
10/1/2014,Total confirmed cases,926,33,68,0,47,6,0,6,284,39,0,356,77,2,4,4
10/1/2014,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/1/2014,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/3/2014,Specimens collected,,,,,,,,,,,,,,,,
10/3/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/3/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/3/2014,Newly reported deaths,38,0,4,0,0,0,0,0,3,3,,27,1,0,0,0
10/3/2014,Total death/s in confirmed cases,992,30,14,0,21,6,0,5,191,41,0,630,49,0,3,2
10/3/2014,Total death/s in probable cases,693,33,21,0,9,3,0,4,205,128,5,209,73,0,3,0
10/3/2014,Total death/s in suspected cases,469,5,83,0,7,5,2,4,38,81,4,217,15,6,2,0
10/3/2014,"Total death/s in confirmed, probable, suspected cases",2154,68,118,0,37,14,2,13,434,250,9,1056,137,6,8,2
10/3/2014,Case Fatality Rate (CFR) - Confirmed & Probable Cases,,,,,,,,,,,,,,,,
10/3/2014,Newly reported contacts,276,0,14,0,0,0,0,0,11,80,0,171,0,0,0,0
10/3/2014,Total contacts listed,15042,638,865,0,326,180,20,38,710,2848,6,8376,840,26,91,78
10/3/2014,Currently under follow-up,6697,449,228,0,225,180,20,7,333,1806,6,2878,451,7,44,63
10/3/2014,Contacts seen,3605,0,228,0,0,180,0,0,333,0,0,2864,0,0,0,0
10/3/2014,Contacts who completed 21 day follow-up,155,0,0,0,0,1,0,0,12,0,0,142,0,0,0,0
10/3/2014,Contacts lost to follow-up,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/3/2014,New admissions,86,0,0,0,0,0,0,0,1,0,0,85,0,0,0,0
10/3/2014,Total no. currently in Treatment Units,478,0,32,0,9,0,0,0,9,0,0,425,0,0,1,2
10/3/2014,Total discharges,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
10/3/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/3/2014,Newly Reported Cases in HCW,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10/3/2014,Cumulative cases among HCW,189,6,26,0,3,3,0,0,23,42,0,75,10,1,0,0
10/3/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/3/2014,Cumulative deaths among HCW,92,5,7,0,1,0,0,0,18,20,0,33,8,0,0,0
10/3/2014,New Case/s (Suspected),29,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0
10/3/2014,New Case/s (Probable),27,0,0,0,0,1,0,0,1,12,0,13,0,0,0,0
10/3/2014,New case/s (confirmed),2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10/3/2014,Total suspected cases,1167,7,217,1,38,6,3,6,57,185,3,588,34,12,3,7
10/3/2014,Total probable cases,1782,47,72,0,45,6,0,8,450,338,5,667,134,4,3,3
10/3/2014,Total confirmed cases,930,33,68,0,47,6,0,6,285,39,0,358,77,3,4,4
10/3/2014,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/3/2014,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/4/14,New Case/s (Suspected),23,0,9,0,0,2,0,0,0,0,0,12,0,0,0,0
10/4/14,New Case/s (Probable),14,0,1,0,0,2,0,0,1,0,0,10,0,0,0,0
10/4/14,New case/s (confirmed),5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2
10/4/14,Total suspected cases,1190,7,226,1,38,8,3,6,57,185,3,600,34,12,3,7
10/4/14,Total probable cases,1796,47,73,0,45,8,0,8,451,338,5,677,134,4,3,3
10/4/14,Total confirmed cases,935,33,70,0,47,6,0,6,285,39,0,358,78,3,4,6
10/4/14,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/4/14,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/4/14,Cumulative (confirmed + probable + suspected),3921,87,369,1,130,22,3,20,793,562,8,1635,246,19,10,16
10/4/14,Newly Reported Cases in HCW,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/4/14,Cumulative cases among HCW,190,6,26,0,3,3,0,0,23,42,0,76,10,1,0,0
10/4/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/4/14,Cumulative deaths among HCW,92,5,7,0,1,0,0,0,18,20,0,33,8,0,0,0
10/4/14,New admissions,42,0,6,0,0,0,0,0,1,0,0,35,0,0,0,0
10/4/14,Total no. currently in Treatment Units,448,0,22,0,9,0,0,0,9,0,0,405,0,0,1,2
10/4/14,Total discharges,25,0,5,0,0,0,0,0,0,0,0,20,0,0,0,0
10/4/14,Newly reported deaths,43,0,11,0,0,4,0,0,3,0,,25,0,0,0,0
10/4/14,Total death/s in confirmed cases,1012,30,16,0,21,6,0,5,192,41,0,647,49,0,3,2
10/4/14,Total death/s in probable cases,699,33,21,0,9,5,0,4,207,128,5,211,73,0,3,0
10/4/14,Total death/s in suspected cases,488,5,94,0,7,7,2,4,38,81,4,223,15,6,2,0
10/4/14,"Total death/s in confirmed, probable, suspected cases",2199,68,131,0,37,18,2,13,437,250,9,1,137,6,8,2
10/4/14,Case Fatality Rate (CFR) - Confirmed & Probable Cases,62.7,79,26,0,33,79,0,64,54,45,100,83,58,0,86,22
10/4/14,Newly reported contacts,207,0,8,0,0,0,0,0,0,0,0,199,0,0,0,0
10/4/14,Total contacts listed,15271,638,873,0,326,180,20,38,710,2848,6,8575,840,26,113,78
10/4/14,Currently under follow-up,6689,449,217,0,225,180,20,7,333,1806,6,2859,451,7,66,63
10/4/14,Contacts seen,3101,0,217,0,0,0,0,0,0,0,0,2818,0,0,66,0
10/4/14,Contacts who completed 21 day follow-up,132,0,22,0,0,1,0,0,0,0,0,62,0,0,47,0
10/4/14,Contacts lost to follow-up,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10/4/14,Total Case/s (Suspected),1190,7,226,1,38,8,3,6,57,185,3,600,34,12,3,7
10/4/14,Total Case/s (Probable),1798,47,73,0,45,8,0,8,453,338,5,677,134,4,3,3
10/4/14,Total case/s (confirmed),941,33,70,0,47,6,0,6,289,41,0,358,78,3,4,6
10/4/14,Cumulative (confirmed + probable + suspected),3929,87,369,1,130,22,3,20,799,564,8,1635,246,19,10,16
10/4/14,Cumulative cases among HCW,192,6,26,0,3,3,0,0,25,42,0,76,10,1,0,0
10/4/14,Cumulative deaths among HCW,94,5,7,0,1,0,0,0,20,20,0,33,8,0,0,0
10/4/14,Total death/s in confirmed cases,1018,30,16,0,21,6,0,5,196,43,0,647,49,0,3,2
10/4/14,Total death/s in probable cases,701,33,21,0,9,5,0,4,209,128,5,211,73,0,3,0
10/4/14,Total death/s in suspected cases,491,5,94,0,7,7,2,4,39,82,4,224,15,6,2,0
10/4/14,"Total death/s in confirmed, probable, suspected cases",2210,68,131,0,37,18,2,13,444,253,9,1082,137,6,8,2
10/4/14,Cumulative CFR,62.8,78.8,25.9,0,32.6,78.6,66.6,64.3,54.6,45.1,100,82.9,57.5,0,85.7,22.2
10/5/14,Specimens collected,,,,,,,,,,,,,,,,
10/5/14,Specimens pending for testing,,,,,,,,,,,,,,,,
10/5/14,Total specimens tested,,,,,,,,,,,,,,,,
10/5/14,Newly reported deaths,21,0,0,0,0,1,0,0,0,4,,16,0,0,0,0
10/5/14,Total death/s in confirmed cases,1026,30,16,0,21,6,0,5,192,41,0,661,49,0,3,2
10/5/14,Total death/s in probable cases,703,33,21,0,9,5,0,4,207,130,5,213,73,0,3,0
10/5/14,Total death/s in suspected cases,491,5,94,0,7,8,2,4,38,83,4,223,15,6,2,0
10/5/14,"Total death/s in confirmed, probable, suspected cases",2220,68,131,0,37,19,2,13,437,254,9,1097,137,6,8,2
10/5/14,Case Fatality Rate (CFR) - Confirmed & Probable Cases,,,,,,,,,,,,,,,,
10/5/14,Newly reported contacts,75,0,0,0,0,0,0,0,0,13,0,62,0,0,0,0
10/5/14,Total contacts listed,15346,638,873,0,326,180,20,38,710,2861,6,8637,840,26,113,78
10/5/14,Currently under follow-up,6957,449,217,0,225,180,20,7,333,1819,6,3114,451,7,66,63
10/5/14,Contacts seen,3376,0,217,0,0,0,0,0,0,0,0,3093,0,0,66,0
10/5/14,Contacts who completed 21 day follow-up,91,0,22,0,0,1,0,0,0,0,0,23,4,4,47,0
10/5/14,Contacts lost to follow-up,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10/5/14,New admissions,51,0,0,0,0,0,0,0,3,0,0,48,0,0,0,0
10/5/14,Total no. currently in Treatment Units,432,0,22,0,9,0,0,0,12,0,0,386,0,0,1,2
10/5/14,Total discharges,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/14,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/5/14,Newly Reported Cases in HCW,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
10/5/14,Cumulative cases among HCW,194,6,26,0,3,3,0,0,23,42,0,80,10,1,0,0
10/5/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/14,Cumulative deaths among HCW,92,5,7,0,1,0,0,0,18,20,0,33,8,0,0,0
10/5/14,New Case/s (Suspected),12,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0
10/5/14,New Case/s (Probable),16,0,0,0,0,1,0,0,3,9,0,3,0,0,0,0
10/5/14,New case/s (confirmed),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/14,Total suspected cases,1202,7,226,1,38,8,3,6,57,187,3,610,34,12,3,7
10/5/14,Total probable cases,1812,47,73,0,45,9,0,8,454,347,5,680,134,4,3,3
10/5/14,Total confirmed cases,935,33,70,0,47,6,0,6,285,39,0,358,78,3,4,6
10/5/14,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/5/14,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/7/2014,Specimens collected,,,,,,,,,,,,,,,,
10/7/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/7/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/7/2014,Newly reported deaths,31,0,3,1,2,0,0,1,0,3,0,21,0,0,0,0
10/7/2014,Total death/s in confirmed cases,1066,30,16,1,21,6,0,5,192,41,0,700,49,0,3,2
10/7/2014,Total death/s in probable cases,723,34,24,0,10,5,0,5,207,134,5,223,73,0,3,0
10/7/2014,Total death/s in suspected cases,516,5,108,0,8,9,2,7,39,84,4,227,15,6,2,0
10/7/2014,"Total death/s in confirmed, probable, suspected cases",2305,69,148,1,39,20,2,17,438,259,9,1150,137,6,8,2
10/7/2014,Case Fatality Rate (CFR) - Confirmed & Probable Cases,,,,,,,,,,,,,,,,
10/7/2014,Newly reported contacts,261,0,19,0,0,0,0,0,0,16,0,226,0,0,0,0
10/7/2014,Total contacts listed,16168,734,930,88,334,222,20,69,807,2909,17,8976,840,31,113,78
10/7/2014,Currently under follow-up,7134,449,224,61,93,222,20,7,432,1867,17,3159,451,3,66,63
10/7/2014,Contacts seen,6398,0,224,45,93,222,0,0,392,1833,0,3138,451,0,0,0
10/7/2014,Contacts who completed 21 day follow-up,386,0,0,27,0,0,0,0,0,34,0,325,0,0,0,0
10/7/2014,Contacts lost to follow-up,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10/7/2014,New admissions,40,0,0,0,0,0,0,0,3,9,0,28,0,0,0,0
10/7/2014,Total no. currently in Treatment Units,265,,17,0,9,0,0,0,15,0,0,224,0,0,0,0
10/7/2014,Total discharges,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
10/7/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/7/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/7/2014,Cumulative cases among HCW,199,6,26,0,3,3,0,0,23,42,0,84,10,2,0,0
10/7/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/7/2014,Cumulative deaths among HCW,93,5,7,0,1,0,0,0,18,20,0,33,8,1,0,0
10/7/2014,New Case/s (Suspected),24,0,5,1,1,0,0,1,0,1,0,15,0,0,0,0
10/7/2014,New Case/s (Probable),30,0,2,2,3,1,0,1,3,4,0,8,6,0,0,0
10/7/2014,New case/s (confirmed),2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
10/7/2014,Total suspected cases,1259,7,249,2,39,9,3,9,57,188,3,637,34,12,3,7
10/7/2014,Total probable cases,1872,47,88,2,48,11,0,11,458,355,5,697,140,4,3,3
10/7/2014,Total confirmed cases,937,33,70,2,47,6,0,6,285,39,0,358,78,3,4,6
10/7/2014,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/7/2014,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/8/2014,Specimens collected,,,,,,,,,,,,,,,,
10/8/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/8/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/8/2014,Newly reported deaths,39,0,5,1,1,2,0,0,1,2,0,27,0,0,0,0
10/8/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/8/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/8/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/8/2014,"Total death/s in confirmed, probable, suspected cases",2344,69,153,2,40,22,2,17,439,261,9,7,137,6,8,2
10/8/2014,Case Fatality Rate (CFR) - Confirmed & Probable Cases,,,,,,,,,,,,,,,,
10/8/2014,Newly reported contacts,261,48,0,6,0,7,0,0,0,9,0,191,0,0,0,0
10/8/2014,Total contacts listed,16423,782,930,88,334,229,20,69,807,2918,17,9167,840,31,113,78
10/8/2014,Currently under follow-up,7066,470,234,67,93,229,20,7,377,1841,17,3128,451,3,66,63
10/8/2014,Contacts seen,4251,468,234,52,0,0,0,0,377,9,0,3111,0,0,0,0
10/8/2014,Contacts who completed 21 day follow-up,481,216,9,1,0,0,0,0,15,0,0,240,0,0,0,0
10/8/2014,Contacts lost to follow-up,114,0,0,1,0,0,0,0,0,0,0,113,0,0,0,0
10/8/2014,New admissions,78,7,6,0,0,0,0,0,2,14,0,49,0,0,0,0
10/8/2014,Total no. currently in Treatment Units,459,14,21,0,0,0,0,0,14,0,0,410,0,0,0,0
10/8/2014,Total discharges,88,0,2,0,0,0,0,0,0,0,0,86,0,0,0,0
10/8/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/8/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/8/2014,Cumulative cases among HCW,199,6,26,0,3,3,0,0,23,42,0,84,10,2,0,0
10/8/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/8/2014,Cumulative deaths among HCW,93,5,7,0,1,0,0,0,18,20,0,33,8,1,0,0
10/8/2014,New Case/s (Suspected),42,5,11,0,0,1,0,0,0,4,0,21,0,0,0,0
10/8/2014,New Case/s (Probable),10,0,0,0,0,0,0,0,2,4,0,4,0,0,0,0
10/8/2014,New case/s (confirmed),4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
10/8/2014,Total suspected cases,,,,,,,,,,,,,,,,
10/8/2014,Total probable cases,,,,,,,,,,,,,,,,
10/8/2014,Total confirmed cases,,,,,,,,,,,,0,0,0,0,0
10/8/2014,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,1,0,0,0,0
10/8/2014,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,,,,,
10/8/2014,Cumulative (confirmed + probable + suspects),4122,94,418,6,134,27,3,26,802,590,8,1717,252,19,10,16
10/9/2014,Specimens collected,,,,,,,,,,,,,,,,
10/9/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/9/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/9/2014,Newly reported deaths,45,0,5,0,0,0,0,0,2,7,0,30,0,0,0,1
10/9/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,8,3
10/9/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/9/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/9/2014,"Total death/s in confirmed, probable, suspected cases",2389,69,158,2,40,22,2,17,441,268,9,1207,137,6,,
10/9/2014,Case Fatality Rate (CFR) - Confirmed & Probable Cases,,,,,,,,,,,,,,,,
10/9/2014,Newly reported contacts,371,0,25,0,0,0,0,0,59,54,0,233,0,0,0,0
10/9/2014,Total contacts listed,16793,782,955,88,334,229,20,69,866,2972,17,9399,840,31,113,78
10/9/2014,Currently under follow-up,7384,470,259,67,93,229,20,7,436,1895,17,3308,451,3,66,63
10/9/2014,Contacts seen,6220,468,259,52,0,0,0,0,436,1738,0,3267,0,0,0,0
10/9/2014,Contacts who completed 21 day follow-up,622,216,0,1,0,0,0,0,2,157,0,246,0,0,0,0
10/9/2014,Contacts lost to follow-up,17,0,0,1,0,0,0,0,0,15,0,1,0,0,0,0
10/9/2014,New admissions,99,0,5,0,2,0,0,0,6,4,0,82,,,,
10/9/2014,Total no. currently in Treatment Units,511,14,17,0,6,0,0,0,20,4,0,449,,,,
10/9/2014,Total discharges,10,0,8,0,0,0,0,0,0,2,0,0,,,,
10/9/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/9/2014,Newly Reported Cases in HCW,3,0,0,0,0,0,0,0,0,0,0,3,,,,
10/9/2014,Cumulative cases among HCW,202,6,26,0,3,3,0,0,23,42,0,87,,,,
10/9/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,1,,,,
10/9/2014,Cumulative deaths among HCW,94,5,7,0,1,0,0,0,18,20,0,34,,,,
10/9/2014,New Case/s (Suspected),30,0,9,0,0,0,0,0,0,5,0,15,0,0,0,1
10/9/2014,New Case/s (Probable),27,0,1,0,0,0,0,0,6,4,0,16,0,0,0,0
10/9/2014,New case/s (confirmed),3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
10/9/2014,Total suspected cases,,,,,,,,,,,,,,,,
10/9/2014,Total probable cases,,,,,,,,,,,,,,,,
10/9/2014,Total confirmed cases,,,,,,,,,,,,,,,,
10/9/2014,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/9/2014,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/9/2014,Cumulative (confirmed + probable + suspects),4182,94,430,6,135,27,3,26,808,599,8,1748,252,19,10,17
10/10/2014,Specimens collected,,,,,,,,,,,,,,,,
10/10/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/10/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/10/2014,Newly reported deaths,25,0,4,0,0,2,0,0,3,0,0,16,0,0,0,0
10/10/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/10/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/10/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/10/2014,"Total death/s in confirmed, probable, suspected cases",2414,69,162,2,40,24,2,17,444,268,9,1223,137,6,8,3
10/10/2014,Case Fatality Rate (CFR) - Confirmed & Probable Cases,,,,,,,,,,,,,,,,
10/10/2014,Newly reported contacts,196,0,17,0,0,1,0,0,12,2,0,164,0,0,0,0
10/10/2014,Total contacts listed,16989,782,972,88,334,230,20,69,878,2974,17,9563,840,31,113,78
10/10/2014,Currently under follow-up,7055,470,161,67,93,229,20,7,448,1724,17,3236,451,3,66,63
10/10/2014,Contacts seen,5521,0,161,0,0,0,0,0,445,1724,0,3191,0,0,0,0
10/10/2014,Contacts who completed 21 day follow-up,307,0,115,0,0,0,0,0,30,0,0,162,0,0,0,0
10/10/2014,Contacts lost to follow-up,24,0,0,1,0,1,0,0,0,15,0,7,0,0,0,0
10/10/2014,New admissions,56,0,7,0,0,0,0,0,0,0,0,49,0,0,0,0
10/10/2014,Total no. currently in Treatment Units,452,0,17,0,0,0,0,0,17,0,0,418,0,0,0,0
10/10/2014,Total discharges,35,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0
10/10/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/10/2014,Newly Reported Cases in HCW,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
10/10/2014,Cumulative cases among HCW,206,6,26,0,3,3,0,0,23,45,0,88,10,2,0,0
10/10/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/10/2014,Cumulative deaths among HCW,93,5,7,0,1,0,0,0,18,20,0,33,8,1,0,0
10/10/2014,New Case/s (Suspected),17,0,8,0,0,2,0,0,0,1,0,6,0,0,0,0
10/10/2014,New Case/s (Probable),7,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0
10/10/2014,New case/s (confirmed),2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10/10/2014,Total suspected cases,,,,,,,,,,,,,,,,
10/10/2014,Total probable cases,,,,,,,,,,,,,,,,
10/10/2014,Total confirmed cases,,,,,,,,,,,,,,,,
10/10/2014,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/10/2014,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/10/2014,Cumulative (confirmed + probable + suspects),4209,94,440,6,136,30,3,26,808,600,8,1760,252,19,10,17
10/11/14,Specimens collected,,,,,,,,,,,,,,,,
10/11/14,Specimens pending for testing,,,,,,,,,,,,,,,,
10/11/14,Total specimens tested,,,,,,,,,,,,,,,,
10/11/14,Newly reported deaths,33,0,1,0,0,0,0,0,4,0,0,28,0,0,0,0
10/11/14,Total death/s in confirmed cases,1149,30,16,2,22,6,0,5,195,42,0,777,49,0,3,2
10/11/14,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/11/14,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/11/14,"Total death/s in confirmed, probable, suspected cases",,,,,,,,,,,,,,,,
10/11/14,Case Fatality Rate (CFR) - Confirmed & Probable Cases,66,78,25,50,33,71,0,59,54,44,100,93,56,0,86,20
10/11/14,Newly reported contacts,101,0,17,0,0,0,0,0,0,2,0,71,0,0,0,11
10/11/14,Total contacts listed,17061,782,972,88,335,230,20,69,878,2974,17,9634,840,31,113,78
10/11/14,Currently under follow-up,7081,470,161,67,94,209,20,7,448,1724,17,3297,435,3,66,63
10/11/14,Contacts seen,6398,0,161,0,94,221,0,0,445,1724,0,3255,435,0,0,63
10/11/14,Contacts who completed 21 day follow-up,442,0,0,0,0,21,0,0,0,0,0,16,405,0,0,0
10/11/14,Contacts lost to follow-up,4,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
10/11/14,New admissions,46,0,6,0,1,0,0,0,0,0,0,38,1,0,0,0
10/11/14,Total no. currently in Treatment Units,436,0,16,0,6,0,0,0,15,0,0,394,5,0,0,0
10/11/14,Total discharges,76,0,5,0,0,0,0,0,0,0,0,71,0,0,0,0
10/11/14,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/11/14,Newly Reported Cases in HCW,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/11/14,Cumulative cases among HCW,207,6,26,0,3,3,0,0,23,45,0,89,10,2,0,0
10/11/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/14,Cumulative deaths among HCW,94,5,7,0,1,0,0,0,18,20,0,34,8,1,0,0
10/11/14,New Case/s (Suspected),26,0,4,0,0,0,0,0,0,0,0,21,1,0,0,0
10/11/14,New Case/s (Probable),5,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0
10/11/14,New case/s (confirmed),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/14,Total suspected cases,,,,,,,,,,,,,,,,
10/11/14,Total probable cases,,,,,,,,,,,,,,,,
10/11/14,Total confirmed cases,,,,,,,,,,,,,,,,
10/11/14,Total Number of Confirmed Cases of Sierra Leonean Nationality,13,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0
10/11/14,Total Number of Confirmed Cases of Guinean Nationality,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/11/14,Cumulative (confirmed + probable + suspects),4241,94,444,6,137,30,3,26,808,600,8,1785,253,19,10,18
10/12/14,Specimens collected,,,,,,,,,,,,,,,,
10/12/14,Specimens pending for testing,,,,,,,,,,,,,,,,
10/12/14,Total specimens tested,,,,,,,,,,,,,,,,
10/12/14,Newly reported deaths,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
10/12/14,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/12/14,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/12/14,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/12/14,"Total death/s in confirmed, probable, suspected cases",2451,69,165,2,40,24,2,17,448,268,9,1253,137,6,8,3
